Name,Rank,Year,Surface,Aces,FirstServe,SecondServePointsWon,BreakPointsSaved,FirstServeReturnPointsWon,SecondServeReturnPointsWon,BreakPointsConverted,Titles
Rafael Nadal,1,0,All,2228,69,57,66,34,55,45,60
Rafael Nadal,1,0,Clay,579,71,56,67,40,58,49,42
Rafael Nadal,1,0,Grass,377,69,59,66,27,53,40,3
Rafael Nadal,1,0,Hard,1266,67,58,66,32,54,42,15
Rafael Nadal,1,2013,All,197,70,57,70,35,55,46,10
Rafael Nadal,1,2013,Clay,94,71,56,69,38,54,48,6
Rafael Nadal,1,2013,Grass,6,67,54,73,26,43,29,0
Rafael Nadal,1,2013,Hard,97,68,59,71,32,56,44,4
Rafael Nadal,1,2012,All,160,67,57,71,38,55,49,4
Rafael Nadal,1,2012,Clay,64,65,58,73,42,59,52,4
Rafael Nadal,1,2012,Grass,30,66,59,52,26,51,54,0
Rafael Nadal,1,2012,Hard,66,70,55,71,36,52,45,0
Rafael Nadal,1,2011,All,267,68,57,64,34,57,46,3
Rafael Nadal,1,2011,Clay,57,70,57,66,39,61,49,3
Rafael Nadal,1,2011,Grass,68,69,59,62,28,56,46,0
Rafael Nadal,1,2011,Hard,142,65,56,63,34,54,45,0
Rafael Nadal,1,2010,All,310,67,60,69,31,55,44,7
Rafael Nadal,1,2010,Clay,41,73,58,77,38,60,49,4
Rafael Nadal,1,2010,Grass,65,69,62,56,25,56,45,1
Rafael Nadal,1,2010,Hard,204,64,59,68,29,53,40,2
Rafael Nadal,1,2009,All,219,68,57,65,33,57,47,5
Rafael Nadal,1,2009,Clay,38,70,57,64,38,58,54,3
Rafael Nadal,1,2009,Grass,0,0,0,0,0,0,0,0
Rafael Nadal,1,2009,Hard,181,67,57,65,32,56,44,2
Rafael Nadal,1,2008,All,283,69,60,67,34,55,45,8
Rafael Nadal,1,2008,Clay,34,72,58,65,45,60,52,4
Rafael Nadal,1,2008,Grass,72,70,62,79,28,54,38,2
Rafael Nadal,1,2008,Hard,177,68,60,67,32,54,42,2
Rafael Nadal,1,2007,All,238,68,56,67,35,54,44,6
Rafael Nadal,1,2007,Clay,61,71,57,70,41,59,48,5
Rafael Nadal,1,2007,Grass,45,68,59,66,30,51,44,0
Rafael Nadal,1,2007,Hard,132,66,55,65,31,52,41,1
Rafael Nadal,1,2006,All,240,69,57,68,32,54,43,5
Rafael Nadal,1,2006,Clay,45,73,58,66,39,56,45,4
Rafael Nadal,1,2006,Grass,64,71,55,71,27,52,35,0
Rafael Nadal,1,2006,Hard,131,65,58,67,29,53,42,1
Rafael Nadal,1,2005,All,219,69,57,64,37,57,46,11
Rafael Nadal,1,2005,Clay,102,70,56,67,42,59,50,8
Rafael Nadal,1,2005,Grass,20,68,56,64,23,51,24,0
Rafael Nadal,1,2005,Hard,97,68,58,60,32,55,41,3
Rafael Nadal,1,2004,All,57,70,54,61,33,53,43,1
Rafael Nadal,1,2004,Clay,20,72,51,54,35,61,48,1
Rafael Nadal,1,2004,Grass,0,0,0,0,0,0,0,0
Rafael Nadal,1,2004,Hard,33,69,56,65,33,51,40,0
Rafael Nadal,1,2003,All,37,73,56,64,33,56,41,0
Rafael Nadal,1,2003,Clay,22,73,52,66,31,53,47,0
Rafael Nadal,1,2003,Grass,7,72,50,67,26,60,34,0
Rafael Nadal,1,2003,Hard,6,69,81,64,55,75,31,0
Rafael Nadal,1,2002,All,1,86,29,61,39,47,71,0
Rafael Nadal,1,2002,Clay,1,86,29,61,39,47,71,0
Rafael Nadal,1,2002,Grass,0,0,0,0,0,0,0,0
Rafael Nadal,1,2002,Hard,0,0,0,0,0,0,0,0
Novak Djokovic,2,0,All,3486,64,55,65,33,54,45,39
Novak Djokovic,2,0,Clay,566,65,53,62,37,55,45,8
Novak Djokovic,2,0,Grass,620,66,55,65,31,52,41,1
Novak Djokovic,2,0,Hard,2231,64,55,67,33,55,45,30
Novak Djokovic,2,2013,All,415,66,59,64,35,55,43,5
Novak Djokovic,2,2013,Clay,62,68,58,59,36,54,45,1
Novak Djokovic,2,2013,Grass,80,65,57,64,35,51,30,0
Novak Djokovic,2,2013,Hard,273,66,60,67,36,57,45,4
Novak Djokovic,2,2012,All,512,64,56,66,35,56,46,6
Novak Djokovic,2,2012,Clay,84,65,55,55,37,53,43,0
Novak Djokovic,2,2012,Grass,111,68,57,76,34,51,45,0
Novak Djokovic,2,2012,Hard,317,63,57,69,35,58,48,6
Novak Djokovic,2,2011,All,343,65,56,65,36,58,48,10
Novak Djokovic,2,2011,Clay,62,66,59,72,36,58,46,3
Novak Djokovic,2,2011,Grass,61,68,59,61,33,55,47,1
Novak Djokovic,2,2011,Hard,220,65,54,63,36,58,49,6
Novak Djokovic,2,2010,All,304,64,52,67,34,54,45,2
Novak Djokovic,2,2010,Clay,32,64,47,68,38,55,51,0
Novak Djokovic,2,2010,Grass,66,65,55,65,29,55,41,0
Novak Djokovic,2,2010,Hard,206,64,53,67,34,54,43,2
Novak Djokovic,2,2009,All,502,63,54,66,33,54,42,5
Novak Djokovic,2,2009,Clay,71,62,51,59,38,57,41,1
Novak Djokovic,2,2009,Grass,101,63,55,68,32,52,42,0
Novak Djokovic,2,2009,Hard,330,63,54,68,32,54,42,4
Novak Djokovic,2,2008,All,493,65,57,67,32,53,47,4
Novak Djokovic,2,2008,Clay,68,66,57,68,38,55,49,1
Novak Djokovic,2,2008,Grass,57,70,49,67,31,56,47,0
Novak Djokovic,2,2008,Hard,368,64,57,67,31,52,46,3
Novak Djokovic,2,2007,All,518,64,54,65,32,53,43,5
Novak Djokovic,2,2007,Clay,88,64,50,62,35,53,44,1
Novak Djokovic,2,2007,Grass,85,68,54,60,27,51,33,0
Novak Djokovic,2,2007,Hard,345,63,55,68,32,53,44,4
Novak Djokovic,2,2006,All,285,63,53,63,30,51,45,2
Novak Djokovic,2,2006,Clay,75,66,55,59,35,54,46,1
Novak Djokovic,2,2006,Grass,43,62,51,61,27,47,54,0
Novak Djokovic,2,2006,Hard,132,62,52,65,28,49,44,1
Novak Djokovic,2,2005,All,88,63,48,59,28,51,40,0
Novak Djokovic,2,2005,Clay,13,61,45,60,37,57,48,0
Novak Djokovic,2,2005,Grass,16,66,50,57,28,49,35,0
Novak Djokovic,2,2005,Hard,25,64,47,49,21,49,42,0
Novak Djokovic,2,2004,All,26,62,44,49,38,46,35,0
Novak Djokovic,2,2004,Clay,11,64,42,38,41,47,31,0
Novak Djokovic,2,2004,Grass,0,0,0,0,0,0,0,0
Novak Djokovic,2,2004,Hard,15,59,46,67,32,42,57,0
David Ferrer,3,0,All,2208,63,52,60,34,55,44,20
David Ferrer,3,0,Clay,660,64,52,59,37,56,47,10
David Ferrer,3,0,Grass,303,67,55,62,29,56,41,2
David Ferrer,3,0,Hard,1177,63,53,60,32,54,42,8
David Ferrer,3,2013,All,230,63,53,57,35,56,41,2
David Ferrer,3,2013,Clay,54,61,53,56,38,59,43,1
David Ferrer,3,2013,Grass,39,67,53,59,30,52,33,0
David Ferrer,3,2013,Hard,137,63,53,57,34,56,41,1
David Ferrer,3,2012,All,279,63,57,65,34,54,44,7
David Ferrer,3,2012,Clay,87,65,54,71,37,54,43,3
David Ferrer,3,2012,Grass,52,68,64,67,29,56,44,1
David Ferrer,3,2012,Hard,140,61,56,61,33,54,45,3
David Ferrer,3,2011,All,265,61,55,65,33,56,46,2
David Ferrer,3,2011,Clay,67,61,54,69,36,57,51,1
David Ferrer,3,2011,Grass,20,66,55,63,27,58,39,0
David Ferrer,3,2011,Hard,178,60,56,63,32,55,43,1
David Ferrer,3,2010,All,245,65,55,65,33,54,44,2
David Ferrer,3,2010,Clay,58,67,57,66,36,56,47,1
David Ferrer,3,2010,Grass,61,64,52,65,25,58,47,0
David Ferrer,3,2010,Hard,126,64,54,64,32,53,41,1
David Ferrer,3,2009,All,192,61,52,60,32,55,43,0
David Ferrer,3,2009,Clay,48,62,52,58,35,54,49,0
David Ferrer,3,2009,Grass,34,64,51,57,33,58,47,0
David Ferrer,3,2009,Hard,110,60,52,62,30,56,39,0
David Ferrer,3,2008,All,168,66,53,59,33,54,43,2
David Ferrer,3,2008,Clay,39,66,52,59,36,55,48,1
David Ferrer,3,2008,Grass,35,70,59,76,26,55,39,1
David Ferrer,3,2008,Hard,94,64,54,58,33,52,39,0
David Ferrer,3,2007,All,236,66,52,59,35,57,48,3
David Ferrer,3,2007,Clay,53,66,50,56,39,61,52,1
David Ferrer,3,2007,Grass,2,73,51,62,26,61,41,0
David Ferrer,3,2007,Hard,181,65,53,61,33,55,47,2
David Ferrer,3,2006,All,161,64,50,55,33,56,44,1
David Ferrer,3,2006,Clay,59,63,48,57,37,58,47,1
David Ferrer,3,2006,Grass,20,66,53,55,27,60,34,0
David Ferrer,3,2006,Hard,64,65,50,55,31,56,43,0
David Ferrer,3,2005,All,173,64,51,59,36,54,45,0
David Ferrer,3,2005,Clay,68,64,51,55,39,55,45,0
David Ferrer,3,2005,Grass,6,63,42,50,26,45,29,0
David Ferrer,3,2005,Hard,79,64,51,65,33,53,45,0
David Ferrer,3,2004,All,148,63,48,57,34,52,43,0
David Ferrer,3,2004,Clay,67,64,51,58,37,54,46,0
David Ferrer,3,2004,Grass,30,69,51,66,31,49,39,0
David Ferrer,3,2004,Hard,25,62,44,49,27,52,40,0
David Ferrer,3,2003,All,94,60,50,56,37,55,45,0
David Ferrer,3,2003,Clay,48,61,47,57,34,52,45,0
David Ferrer,3,2003,Grass,4,58,46,42,36,62,48,0
David Ferrer,3,2003,Hard,42,58,55,55,43,60,45,0
David Ferrer,3,2002,All,17,61,53,51,35,55,47,1
David Ferrer,3,2002,Clay,12,61,52,48,38,56,48,1
David Ferrer,3,2002,Grass,0,0,0,0,0,0,0,0
David Ferrer,3,2002,Hard,1,62,59,25,23,46,29,0
Andy Murray,4,0,All,3752,57,52,63,34,55,43,27
Andy Murray,4,0,Clay,396,58,48,62,37,54,43,0
Andy Murray,4,0,Grass,817,59,56,69,31,55,41,5
Andy Murray,4,0,Hard,2469,56,52,61,34,55,43,22
Andy Murray,4,2013,All,353,62,52,66,34,55,44,4
Andy Murray,4,2013,Clay,31,56,49,57,35,46,29,0
Andy Murray,4,2013,Grass,114,65,55,72,32,57,39,2
Andy Murray,4,2013,Hard,208,62,52,66,34,55,49,2
Andy Murray,4,2012,All,521,60,54,67,32,56,41,3
Andy Murray,4,2012,Clay,52,60,51,65,35,57,40,0
Andy Murray,4,2012,Grass,149,62,60,78,30,56,38,1
Andy Murray,4,2012,Hard,320,59,53,64,32,56,42,2
Andy Murray,4,2011,All,494,59,50,61,37,56,46,5
Andy Murray,4,2011,Clay,98,59,45,60,41,57,44,0
Andy Murray,4,2011,Grass,123,61,58,62,31,52,41,1
Andy Murray,4,2011,Hard,273,58,50,61,37,57,48,4
Andy Murray,4,2010,All,537,54,53,64,32,55,42,2
Andy Murray,4,2010,Clay,82,51,47,65,36,52,44,0
Andy Murray,4,2010,Grass,107,56,61,71,30,53,41,0
Andy Murray,4,2010,Hard,348,55,53,63,32,56,42,2
Andy Murray,4,2009,All,575,58,54,65,35,56,46,6
Andy Murray,4,2009,Clay,65,59,50,62,39,52,45,0
Andy Murray,4,2009,Grass,137,59,59,66,31,55,53,1
Andy Murray,4,2009,Hard,373,57,53,67,35,57,45,5
Andy Murray,4,2008,All,469,57,51,63,33,54,42,5
Andy Murray,4,2008,Clay,40,58,50,64,33,52,50,0
Andy Murray,4,2008,Grass,66,58,52,71,27,56,38,0
Andy Murray,4,2008,Hard,363,57,51,61,34,55,42,5
Andy Murray,4,2007,All,328,54,52,60,34,55,40,1
Andy Murray,4,2007,Clay,3,51,41,50,38,69,67,0
Andy Murray,4,2007,Grass,0,0,0,0,0,0,0,0
Andy Murray,4,2007,Hard,299,55,52,58,34,54,38,1
Andy Murray,4,2006,All,295,53,50,57,34,55,42,1
Andy Murray,4,2006,Clay,21,57,48,62,37,56,44,0
Andy Murray,4,2006,Grass,64,57,53,63,32,55,39,0
Andy Murray,4,2006,Hard,191,52,49,53,34,55,43,1
Andy Murray,4,2005,All,180,51,49,63,29,52,42,0
Andy Murray,4,2005,Clay,4,68,43,56,36,53,29,0
Andy Murray,4,2005,Grass,57,50,51,65,31,50,43,0
Andy Murray,4,2005,Hard,94,49,49,59,29,54,41,0
Juan Martin Del Potro,5,0,All,2780,63,54,64,31,52,43,17
Juan Martin Del Potro,5,0,Clay,360,63,53,61,34,52,46,4
Juan Martin Del Potro,5,0,Grass,369,66,56,66,29,51,41,0
Juan Martin Del Potro,5,0,Hard,2041,63,53,65,30,53,43,13
Juan Martin Del Potro,5,2013,All,408,65,54,67,29,54,41,4
Juan Martin Del Potro,5,2013,Clay,16,62,42,56,30,50,50,0
Juan Martin Del Potro,5,2013,Grass,84,67,53,71,27,57,41,0
Juan Martin Del Potro,5,2013,Hard,308,65,55,68,29,53,41,4
Juan Martin Del Potro,5,2012,All,594,65,55,69,30,51,43,4
Juan Martin Del Potro,5,2012,Clay,93,66,54,66,37,49,47,1
Juan Martin Del Potro,5,2012,Grass,80,68,58,68,28,47,46,0
Juan Martin Del Potro,5,2012,Hard,421,64,54,70,28,53,41,3
Juan Martin Del Potro,5,2011,All,475,62,55,67,30,51,45,2
Juan Martin Del Potro,5,2011,Clay,48,64,55,68,32,55,44,1
Juan Martin Del Potro,5,2011,Grass,97,69,56,71,34,49,40,0
Juan Martin Del Potro,5,2011,Hard,330,60,55,66,29,51,47,1
Juan Martin Del Potro,5,2010,All,91,59,46,61,28,53,31,0
Juan Martin Del Potro,5,2010,Clay,0,0,0,0,0,0,0,0
Juan Martin Del Potro,5,2010,Grass,0,0,0,0,0,0,0,0
Juan Martin Del Potro,5,2010,Hard,91,59,46,61,28,53,31,0
Juan Martin Del Potro,5,2009,All,556,62,53,65,31,53,42,3
Juan Martin Del Potro,5,2009,Clay,101,57,52,66,35,52,43,0
Juan Martin Del Potro,5,2009,Grass,20,63,55,56,21,53,41,0
Juan Martin Del Potro,5,2009,Hard,435,63,54,65,30,53,42,3
Juan Martin Del Potro,5,2008,All,295,62,53,63,33,54,45,4
Juan Martin Del Potro,5,2008,Clay,78,57,56,62,32,54,47,2
Juan Martin Del Potro,5,2008,Grass,38,63,59,64,32,50,37,0
Juan Martin Del Potro,5,2008,Hard,179,63,51,63,33,54,46,2
Juan Martin Del Potro,5,2007,All,312,62,53,61,30,51,46,0
Juan Martin Del Potro,5,2007,Clay,4,70,48,57,31,46,43,0
Juan Martin Del Potro,5,2007,Grass,50,63,58,53,27,48,40,0
Juan Martin Del Potro,5,2007,Hard,258,61,52,62,31,51,47,0
Juan Martin Del Potro,5,2006,All,49,72,50,57,33,51,42,0
Juan Martin Del Potro,5,2006,Clay,20,75,49,52,34,50,47,0
Juan Martin Del Potro,5,2006,Grass,0,0,0,0,0,0,0,0
Juan Martin Del Potro,5,2006,Hard,19,69,50,62,34,49,33,0
Roger Federer,6,0,All,8187,62,56,67,33,51,41,75
Roger Federer,6,0,Clay,1389,60,55,65,36,51,40,10
Roger Federer,6,0,Grass,1443,65,59,71,31,52,42,13
Roger Federer,6,0,Hard,4954,61,57,68,32,51,42,52
Roger Federer,6,2013,All,318,63,56,65,33,51,39,1
Roger Federer,6,2013,Clay,90,62,58,63,35,50,45,0
Roger Federer,6,2013,Grass,56,67,62,71,35,49,41,1
Roger Federer,6,2013,Hard,172,62,54,66,32,52,36,0
Roger Federer,6,2012,All,665,63,60,69,31,51,42,6
Roger Federer,6,2012,Clay,127,62,58,68,31,53,43,1
Roger Federer,6,2012,Grass,160,67,58,67,31,52,38,1
Roger Federer,6,2012,Hard,378,61,61,70,31,50,44,4
Roger Federer,6,2011,All,504,64,57,65,33,51,41,4
Roger Federer,6,2011,Clay,125,64,56,64,33,47,35,0
Roger Federer,6,2011,Grass,68,69,64,80,34,47,51,0
Roger Federer,6,2011,Hard,311,63,57,63,33,53,43,4
Roger Federer,6,2010,All,658,62,56,68,34,51,41,5
Roger Federer,6,2010,Clay,86,63,57,67,35,50,39,0
Roger Federer,6,2010,Grass,117,64,57,73,28,54,38,0
Roger Federer,6,2010,Hard,455,61,56,68,35,50,42,5
Roger Federer,6,2009,All,657,62,57,69,31,51,41,4
Roger Federer,6,2009,Clay,145,60,57,70,33,50,43,2
Roger Federer,6,2009,Grass,127,67,62,74,25,51,38,1
Roger Federer,6,2009,Hard,385,63,56,68,31,51,41,1
Roger Federer,6,2008,All,695,64,58,68,32,53,41,4
Roger Federer,6,2008,Clay,142,63,56,62,37,55,43,1
Roger Federer,6,2008,Grass,140,68,63,85,29,54,41,1
Roger Federer,6,2008,Hard,413,64,58,69,30,51,40,2
Roger Federer,6,2007,All,597,62,59,66,34,52,41,8
Roger Federer,6,2007,Clay,102,58,54,68,39,50,38,1
Roger Federer,6,2007,Grass,85,65,61,71,34,48,46,1
Roger Federer,6,2007,Hard,410,63,61,64,32,54,41,6
Roger Federer,6,2006,All,656,63,59,70,35,54,43,11
Roger Federer,6,2006,Clay,90,60,57,68,37,55,39,0
Roger Federer,6,2006,Grass,124,66,62,68,33,52,49,2
Roger Federer,6,2006,Hard,403,62,58,72,35,53,44,9
Roger Federer,6,2005,All,599,63,59,64,35,52,44,11
Roger Federer,6,2005,Clay,69,60,58,58,39,53,48,1
Roger Federer,6,2005,Grass,126,66,63,64,28,54,43,2
Roger Federer,6,2005,Hard,381,63,60,70,35,52,44,8
Roger Federer,6,2004,All,563,62,58,73,35,52,41,11
Roger Federer,6,2004,Clay,93,59,57,68,34,51,43,2
Roger Federer,6,2004,Grass,91,65,62,80,36,55,47,2
Roger Federer,6,2004,Hard,379,61,57,73,35,51,39,7
Roger Federer,6,2003,All,690,60,59,66,40,56,41,7
Roger Federer,6,2003,Clay,125,58,56,61,41,59,41,1
Roger Federer,6,2003,Grass,135,63,58,67,36,55,40,2
Roger Federer,6,2003,Hard,392,59,60,68,42,57,41,4
Roger Federer,6,2002,All,504,60,54,66,31,50,43,3
Roger Federer,6,2002,Clay,66,57,49,67,37,49,44,1
Roger Federer,6,2002,Grass,48,59,52,54,25,48,54,0
Roger Federer,6,2002,Hard,293,59,56,68,32,49,42,2
Roger Federer,6,2001,All,527,60,53,67,30,50,39,0
Roger Federer,6,2001,Clay,65,58,52,68,35,48,34,0
Roger Federer,6,2001,Grass,125,63,52,80,26,51,43,0
Roger Federer,6,2001,Hard,238,59,53,64,30,50,37,0
Roger Federer,6,2000,All,405,59,52,65,27,47,41,0
Roger Federer,6,2000,Clay,60,58,47,65,26,45,28,0
Roger Federer,6,2000,Grass,33,60,52,48,29,51,43,0
Roger Federer,6,2000,Hard,250,58,54,69,27,47,47,0
Roger Federer,6,1999,All,125,58,49,59,29,47,39,0
Roger Federer,6,1999,Clay,3,55,49,58,24,32,20,0
Roger Federer,6,1999,Grass,8,66,42,57,33,55,22,0
Roger Federer,6,1999,Hard,71,57,47,58,28,48,41,0
Roger Federer,6,1998,All,24,56,50,61,28,51,36,0
Roger Federer,6,1998,Clay,1,49,39,20,37,44,67,0
Roger Federer,6,1998,Grass,0,0,0,0,0,0,0,0
Roger Federer,6,1998,Hard,23,58,55,70,25,52,32,0
Tomas Berdych,7,0,All,4694,58,52,64,30,52,42,7
Tomas Berdych,7,0,Clay,922,59,51,61,33,52,44,2
Tomas Berdych,7,0,Grass,708,60,56,66,27,51,37,1
Tomas Berdych,7,0,Hard,2928,57,52,64,29,52,42,4
Tomas Berdych,7,2013,All,526,58,52,68,31,54,42,0
Tomas Berdych,7,2013,Clay,95,61,47,59,31,50,41,0
Tomas Berdych,7,2013,Grass,83,57,58,77,30,51,29,0
Tomas Berdych,7,2013,Hard,348,58,52,70,31,57,45,0
Tomas Berdych,7,2012,All,649,59,53,71,29,53,42,2
Tomas Berdych,7,2012,Clay,144,60,54,69,33,51,51,0
Tomas Berdych,7,2012,Grass,33,59,52,67,19,48,41,0
Tomas Berdych,7,2012,Hard,472,58,53,72,29,53,39,2
Tomas Berdych,7,2011,All,482,58,53,60,31,53,45,1
Tomas Berdych,7,2011,Clay,69,59,54,59,33,52,43,0
Tomas Berdych,7,2011,Grass,90,58,60,65,32,54,38,0
Tomas Berdych,7,2011,Hard,323,57,51,60,31,53,47,1
Tomas Berdych,7,2010,All,547,56,55,67,31,52,42,0
Tomas Berdych,7,2010,Clay,119,56,56,67,36,54,44,0
Tomas Berdych,7,2010,Grass,111,59,59,71,27,50,40,0
Tomas Berdych,7,2010,Hard,317,56,53,66,30,51,41,0
Tomas Berdych,7,2009,All,388,59,53,61,30,50,37,1
Tomas Berdych,7,2009,Clay,85,61,48,57,31,49,39,1
Tomas Berdych,7,2009,Grass,62,61,55,64,28,55,40,0
Tomas Berdych,7,2009,Hard,241,57,54,63,30,50,36,0
Tomas Berdych,7,2008,All,431,60,53,58,28,54,44,1
Tomas Berdych,7,2008,Clay,72,64,53,52,31,56,35,0
Tomas Berdych,7,2008,Grass,60,58,51,61,21,52,42,0
Tomas Berdych,7,2008,Hard,299,59,54,59,29,53,47,1
Tomas Berdych,7,2007,All,486,59,54,65,28,52,43,1
Tomas Berdych,7,2007,Clay,71,60,54,61,32,54,51,0
Tomas Berdych,7,2007,Grass,112,59,56,78,26,50,35,1
Tomas Berdych,7,2007,Hard,303,58,53,64,26,52,40,0
Tomas Berdych,7,2006,All,511,58,51,60,30,53,42,0
Tomas Berdych,7,2006,Clay,98,57,50,63,34,57,49,0
Tomas Berdych,7,2006,Grass,96,61,55,56,25,49,41,0
Tomas Berdych,7,2006,Hard,286,57,49,59,29,51,39,0
Tomas Berdych,7,2005,All,447,57,50,61,28,49,41,0
Tomas Berdych,7,2005,Clay,84,58,48,58,30,49,40,0
Tomas Berdych,7,2005,Grass,58,62,57,57,26,46,39,0
Tomas Berdych,7,2005,Hard,207,56,50,64,26,49,44,0
Tomas Berdych,7,2004,All,187,58,47,59,31,48,38,1
Tomas Berdych,7,2004,Clay,85,58,48,60,34,47,38,1
Tomas Berdych,7,2004,Grass,3,67,45,45,25,54,25,0
Tomas Berdych,7,2004,Hard,92,59,45,60,28,50,41,0
Tomas Berdych,7,2003,All,40,56,51,64,29,48,29,0
Tomas Berdych,7,2003,Clay,0,0,0,0,0,0,0,0
Tomas Berdych,7,2003,Grass,0,0,0,0,0,0,0,0
Tomas Berdych,7,2003,Hard,40,56,51,64,29,48,29,0
Stanislas Wawrinka,8,0,All,3054,58,53,62,31,50,40,4
Stanislas Wawrinka,8,0,Clay,975,60,53,63,33,52,41,3
Stanislas Wawrinka,8,0,Grass,279,58,53,65,27,46,34,0
Stanislas Wawrinka,8,0,Hard,1697,56,52,61,30,49,40,1
Stanislas Wawrinka,8,2013,All,421,61,55,66,31,50,38,1
Stanislas Wawrinka,8,2013,Clay,166,64,55,67,32,52,38,1
Stanislas Wawrinka,8,2013,Grass,45,61,56,73,28,45,34,0
Stanislas Wawrinka,8,2013,Hard,210,57,54,62,30,49,38,0
Stanislas Wawrinka,8,2012,All,405,56,53,66,31,50,43,0
Stanislas Wawrinka,8,2012,Clay,175,59,53,67,32,53,48,0
Stanislas Wawrinka,8,2012,Grass,25,49,52,64,25,47,43,0
Stanislas Wawrinka,8,2012,Hard,205,53,54,65,31,48,39,0
Stanislas Wawrinka,8,2011,All,322,61,54,57,32,50,38,1
Stanislas Wawrinka,8,2011,Clay,88,64,53,61,31,51,46,0
Stanislas Wawrinka,8,2011,Grass,30,61,56,64,31,45,18,0
Stanislas Wawrinka,8,2011,Hard,204,59,54,53,32,50,37,1
Stanislas Wawrinka,8,2010,All,359,57,54,67,32,50,41,1
Stanislas Wawrinka,8,2010,Clay,119,60,56,65,35,51,39,1
Stanislas Wawrinka,8,2010,Grass,9,62,65,20,27,34,100,0
Stanislas Wawrinka,8,2010,Hard,231,55,52,69,30,50,42,0
Stanislas Wawrinka,8,2009,All,330,58,52,66,32,50,38,0
Stanislas Wawrinka,8,2009,Clay,84,63,53,60,35,52,40,0
Stanislas Wawrinka,8,2009,Grass,55,61,53,68,30,54,39,0
Stanislas Wawrinka,8,2009,Hard,191,54,51,70,30,48,36,0
Stanislas Wawrinka,8,2008,All,318,61,54,56,31,52,45,0
Stanislas Wawrinka,8,2008,Clay,75,62,57,62,32,53,46,0
Stanislas Wawrinka,8,2008,Grass,39,57,52,60,35,46,39,0
Stanislas Wawrinka,8,2008,Hard,204,60,52,51,30,52,45,0
Stanislas Wawrinka,8,2007,All,301,56,51,59,30,49,39,0
Stanislas Wawrinka,8,2007,Clay,67,54,52,57,33,50,35,0
Stanislas Wawrinka,8,2007,Grass,12,59,43,47,21,40,33,0
Stanislas Wawrinka,8,2007,Hard,222,56,51,62,29,50,41,0
Stanislas Wawrinka,8,2006,All,326,56,52,61,31,47,41,1
Stanislas Wawrinka,8,2006,Clay,78,58,48,59,35,49,44,1
Stanislas Wawrinka,8,2006,Grass,39,53,56,68,23,48,32,0
Stanislas Wawrinka,8,2006,Hard,144,55,52,60,33,46,42,0
Stanislas Wawrinka,8,2005,All,222,57,50,64,30,50,34,0
Stanislas Wawrinka,8,2005,Clay,96,56,53,64,33,54,37,0
Stanislas Wawrinka,8,2005,Grass,25,59,40,73,22,45,22,0
Stanislas Wawrinka,8,2005,Hard,82,57,48,56,27,48,29,0
Stanislas Wawrinka,8,2004,All,26,55,49,60,26,47,28,0
Stanislas Wawrinka,8,2004,Clay,15,55,47,56,28,42,36,0
Stanislas Wawrinka,8,2004,Grass,0,0,0,0,0,0,0,0
Stanislas Wawrinka,8,2004,Hard,4,57,42,40,17,42,0,0
Stanislas Wawrinka,8,2003,All,24,64,47,66,30,49,36,0
Stanislas Wawrinka,8,2003,Clay,12,65,45,68,31,48,37,0
Stanislas Wawrinka,8,2003,Grass,0,0,0,0,0,0,0,0
Stanislas Wawrinka,8,2003,Hard,0,0,0,0,0,0,0,0
Jo-Wilfried Tsonga,9,0,All,3822,63,53,67,29,47,41,10
Jo-Wilfried Tsonga,9,0,Clay,391,64,53,62,33,47,44,0
Jo-Wilfried Tsonga,9,0,Grass,624,65,56,74,26,46,36,0
Jo-Wilfried Tsonga,9,0,Hard,2701,62,52,67,29,48,42,10
Jo-Wilfried Tsonga,9,2013,All,414,63,54,68,30,47,42,1
Jo-Wilfried Tsonga,9,2013,Clay,72,63,55,65,35,48,45,0
Jo-Wilfried Tsonga,9,2013,Grass,68,68,54,73,25,47,37,0
Jo-Wilfried Tsonga,9,2013,Hard,274,62,53,69,28,47,41,1
Jo-Wilfried Tsonga,9,2012,All,653,62,53,69,31,48,42,2
Jo-Wilfried Tsonga,9,2012,Clay,69,65,50,60,34,50,44,0
Jo-Wilfried Tsonga,9,2012,Grass,147,64,58,81,25,43,38,0
Jo-Wilfried Tsonga,9,2012,Hard,437,60,53,70,31,48,42,2
Jo-Wilfried Tsonga,9,2011,All,825,62,53,66,28,49,44,2
Jo-Wilfried Tsonga,9,2011,Clay,79,64,53,59,32,47,42,0
Jo-Wilfried Tsonga,9,2011,Grass,177,66,53,77,29,46,39,0
Jo-Wilfried Tsonga,9,2011,Hard,569,60,52,64,27,49,47,2
Jo-Wilfried Tsonga,9,2010,All,482,62,53,67,29,47,43,0
Jo-Wilfried Tsonga,9,2010,Clay,69,62,52,67,32,46,51,0
Jo-Wilfried Tsonga,9,2010,Grass,99,65,56,76,26,44,34,0
Jo-Wilfried Tsonga,9,2010,Hard,314,62,53,65,29,48,41,0
Jo-Wilfried Tsonga,9,2009,All,708,63,54,67,28,47,38,3
Jo-Wilfried Tsonga,9,2009,Clay,63,64,55,62,31,45,41,0
Jo-Wilfried Tsonga,9,2009,Grass,61,67,62,67,21,43,20,0
Jo-Wilfried Tsonga,9,2009,Hard,584,63,53,69,28,47,38,3
Jo-Wilfried Tsonga,9,2008,All,499,64,51,67,30,48,43,2
